,gp,min,fga,fg,3pa,3p,fta,ft,oreb,dreb,target_5yrs,pts_per_min,ast_per_min,reb_per_min,blk_per_min,stl_per_min,tov_per_min
1059,73,29.7,9.2,51.1,1.1,35.9,2.2,82.6,1.2,2.5,0,0.39057239057239057,0.09427609427609428,0.1245791245791246,0.0101010101010101,0.02693602693602694,0.03703703703703704
1060,72,26.8,5.7,42.4,0.8,28.1,2.2,75.3,1.8,3.4,1,0.25,0.09328358208955223,0.19402985074626866,0.007462686567164179,0.05970149253731343,0.048507462686567165
1061,82,25.5,9.2,44.9,0.6,20.4,3.6,77.4,1.0,2.4,1,0.43529411764705883,0.22745098039215686,0.13333333333333333,0.00784313725490196,0.0392156862745098,0.0784313725490196
1062,81,25.3,6.6,42.9,2.7,37.3,1.9,80.0,1.0,2.9,1,0.32411067193675885,0.07114624505928854,0.1541501976284585,0.015810276679841896,0.04743083003952569,0.04743083003952569
1063,72,25.0,7.4,39.9,1.7,26.2,2.9,66.0,2.0,4.0,1,0.332,0.064,0.244,0.012,0.032,0.064
1064,51,24.7,9.2,47.1,0.4,18.2,1.7,84.7,2.1,4.5,1,0.4129554655870445,0.05668016194331984,0.2631578947368421,0.04048582995951417,0.032388663967611336,0.04048582995951417
1065,75,23.9,8.7,40.5,2.0,32.5,2.3,75.1,0.8,1.7,0,0.39330543933054396,0.13807531380753138,0.10460251046025106,0.008368200836820085,0.0502092050209205,0.07531380753138076
1066,79,23.5,6.4,39.5,0.3,13.0,1.6,75.0,0.6,1.9,1,0.2680851063829787,0.20425531914893616,0.10638297872340426,0.00425531914893617,0.05106382978723404,0.09361702127659575
1067,81,23.3,7.4,41.5,1.9,29.3,1.7,80.7,0.3,1.8,1,0.34763948497854075,0.18454935622317595,0.08583690987124463,0.004291845493562232,0.04721030042918455,0.0815450643776824
1068,82,19.8,9.0,42.4,2.0,35.0,1.6,72.9,0.2,1.3,1,0.4797979797979798,0.18686868686868688,0.07575757575757576,0.0,0.0303030303030303,0.08585858585858586
1069,71,19.3,8.5,42.0,1.1,36.4,1.9,77.4,0.5,1.3,1,0.46632124352331605,0.07772020725388601,0.09326424870466321,0.0051813471502590676,0.02072538860103627,0.06217616580310881
1070,48,19.2,4.9,47.6,0.5,38.5,1.3,68.3,1.2,2.5,1,0.296875,0.05729166666666667,0.1875,0.020833333333333336,0.04166666666666667,0.04166666666666667
1071,45,32.4,11.4,39.9,3.9,35.2,1.7,80.8,0.8,3.4,0,0.3641975308641976,0.10185185185185185,0.12962962962962965,0.009259259259259259,0.037037037037037035,0.043209876543209874
1072,82,18.6,5.3,42.0,1.4,22.5,1.9,63.4,0.6,1.4,1,0.3172043010752688,0.2043010752688172,0.1075268817204301,0.01075268817204301,0.06451612903225806,0.09139784946236558
1073,77,17.8,6.1,47.8,0.1,18.2,3.4,75.1,1.6,2.3,1,0.47191011235955055,0.0449438202247191,0.2191011235955056,0.016853932584269662,0.016853932584269662,0.10112359550561797
1074,67,16.6,5.8,54.9,0.1,0.0,1.0,73.4,0.8,1.9,1,0.4216867469879518,0.03012048192771084,0.16265060240963855,0.024096385542168672,0.04216867469879518,0.03614457831325301
1075,71,13.7,1.9,42.0,0.0,0.0,1.2,48.9,1.6,1.9,1,0.16058394160583944,0.043795620437956206,0.25547445255474455,0.029197080291970805,0.029197080291970805,0.05839416058394161
1076,45,13.3,2.8,36.3,1.5,35.8,0.9,67.5,0.3,0.9,0,0.23308270676691728,0.18796992481203006,0.09022556390977443,0.0,0.022556390977443608,0.06766917293233082
1077,74,12.1,4.0,37.2,0.9,36.5,0.7,73.1,0.6,0.9,0,0.3140495867768595,0.04132231404958678,0.12396694214876033,0.01652892561983471,0.024793388429752067,0.049586776859504134
1078,52,11.3,2.3,39.3,0.2,11.1,1.0,71.7,1.4,0.8,1,0.22123893805309733,0.035398230088495575,0.19469026548672566,0.026548672566371678,0.07079646017699115,0.026548672566371678
1079,46,9.2,2.5,42.6,0.0,0.0,0.8,63.2,0.5,1.4,0,0.29347826086956524,0.03260869565217391,0.1956521739130435,0.02173913043478261,0.03260869565217391,0.05434782608695653
1080,47,9.2,3.0,31.4,0.9,29.5,0.6,70.4,0.5,1.4,1,0.28260869565217395,0.05434782608695653,0.20652173913043478,0.02173913043478261,0.03260869565217391,0.05434782608695653
1081,75,30.8,8.7,46.2,0.0,0.0,3.1,60.9,2.5,5.7,0,0.32142857142857145,0.05519480519480519,0.262987012987013,0.06168831168831168,0.05844155844155844,0.06168831168831168
1082,40,8.9,2.2,39.8,0.0,0.0,1.0,46.3,0.8,1.2,0,0.24719101123595508,0.02247191011235955,0.2247191011235955,0.10112359550561797,0.011235955056179775,0.033707865168539325
1083,59,8.2,3.1,30.9,1.1,28.6,0.6,66.7,0.1,0.5,0,0.3170731707317074,0.1829268292682927,0.08536585365853659,0.0,0.02439024390243903,0.08536585365853659
1084,53,7.4,1.8,43.9,0.0,0.0,0.7,59.5,0.3,0.6,1,0.27027027027027023,0.12162162162162161,0.13513513513513511,0.0,0.05405405405405406,0.10810810810810811
1085,49,7.0,2.9,38.9,1.0,34.0,0.8,65.9,0.6,0.9,1,0.4571428571428572,0.028571428571428574,0.21428571428571427,0.014285714285714287,0.028571428571428574,0.05714285714285715
1086,22,6.0,1.5,40.6,0.0,0.0,0.5,66.7,0.5,1.0,0,0.25,0.0,0.25,0.016666666666666666,0.03333333333333333,0.08333333333333333
1087,50,36.1,12.3,37.4,6.5,31.0,2.1,75.2,0.3,2.8,1,0.3545706371191136,0.16620498614958448,0.08587257617728532,0.0,0.05263157894736842,0.08033240997229917
1088,50,35.2,15.3,45.0,1.3,28.8,5.4,76.1,1.9,3.8,1,0.5198863636363636,0.08522727272727272,0.16193181818181818,0.04261363636363636,0.03125,0.0625
1089,50,35.2,12.1,43.0,1.5,20.3,3.4,75.1,0.6,2.1,1,0.37499999999999994,0.18465909090909088,0.07670454545454546,0.002840909090909091,0.045454545454545456,0.08238636363636363
1090,48,34.0,13.5,43.9,4.3,41.2,4.1,71.3,2.4,4.0,1,0.4852941176470588,0.07058823529411765,0.18823529411764706,0.029411764705882353,0.049999999999999996,0.07058823529411765
1091,82,30.4,8.6,42.5,0.5,26.2,2.6,55.1,1.3,3.0,0,0.2927631578947369,0.2138157894736842,0.14144736842105263,0.006578947368421053,0.05592105263157895,0.08223684210526316
1092,50,31.2,9.2,46.5,3.3,43.3,1.4,63.9,0.5,1.1,1,0.3493589743589744,0.060897435897435896,0.05448717948717949,0.006410256410256411,0.016025641025641028,0.04166666666666667
1093,28,30.4,4.8,50.0,0.0,0.0,2.1,71.7,4.0,6.3,1,0.20723684210526316,0.02960526315789474,0.33881578947368424,0.019736842105263157,0.02960526315789474,0.039473684210526314
1094,41,15.2,3.8,35.7,0.3,35.7,1.6,50.7,2.0,3.2,1,0.24342105263157898,0.039473684210526314,0.34210526315789475,0.019736842105263157,0.026315789473684213,0.052631578947368425
1095,49,29.7,8.3,42.5,3.0,35.8,2.2,81.8,0.4,1.8,1,0.33333333333333337,0.08417508417508418,0.07744107744107744,0.016835016835016835,0.030303030303030304,0.05387205387205388
1096,50,25.8,8.1,44.9,1.9,36.5,2.7,78.2,1.1,2.4,0,0.39147286821705424,0.06201550387596899,0.13565891472868216,0.015503875968992248,0.05813953488372093,0.04263565891472868
1097,47,22.5,8.4,45.2,0.2,30.0,3.3,58.8,2.8,3.6,1,0.42666666666666664,0.03111111111111111,0.28444444444444444,0.013333333333333332,0.035555555555555556,0.06222222222222222
1098,50,22.3,6.4,46.3,0.5,40.0,2.9,71.3,1.8,2.5,1,0.3677130044843049,0.04035874439461883,0.1928251121076233,0.004484304932735426,0.026905829596412554,0.06726457399103139
1099,25,29.5,10.5,49.0,0.6,25.0,2.6,69.7,2.0,3.5,0,0.4169491525423729,0.0576271186440678,0.1864406779661017,0.006779661016949153,0.04067796610169491,0.06440677966101695
1100,50,19.8,8.3,41.1,1.0,15.4,3.0,70.9,1.7,2.1,1,0.45959595959595956,0.07575757575757576,0.1919191919191919,0.01515151515151515,0.045454545454545456,0.0707070707070707
1101,49,16.0,4.1,53.7,0.0,0.0,1.6,53.8,1.6,2.1,1,0.33125,0.05,0.23125,0.05625,0.05625,0.05625
1102,49,15.9,5.4,46.8,0.0,0.0,1.6,67.5,1.3,1.7,1,0.389937106918239,0.025157232704402517,0.18867924528301885,0.018867924528301886,0.025157232704402517,0.031446540880503145
1103,42,14.9,5.1,32.9,0.7,16.7,0.8,75.0,0.2,1.0,0,0.2751677852348993,0.10738255033557047,0.08053691275167785,0.013422818791946308,0.03355704697986577,0.0738255033557047
1104,28,14.6,2.9,45.0,0.0,0.0,1.3,56.8,1.3,2.1,1,0.22602739726027396,0.027397260273972605,0.2328767123287671,0.07534246575342467,0.027397260273972605,0.05479452054794521
1105,24,14.3,5.0,36.1,2.6,40.3,0.7,82.4,0.3,1.6,1,0.36363636363636365,0.12587412587412586,0.12587412587412586,0.0,0.03496503496503496,0.048951048951048945
1106,39,13.8,4.4,50.0,0.5,38.9,1.4,71.4,0.7,1.3,1,0.40579710144927533,0.036231884057971016,0.13768115942028983,0.007246376811594203,0.014492753623188406,0.036231884057971016
1107,67,27.0,7.1,36.7,4.1,33.5,1.9,64.6,0.9,2.4,0,0.28888888888888886,0.11481481481481481,0.12222222222222222,0.011111111111111112,0.05555555555555555,0.04814814814814815
1108,34,13.0,3.8,36.4,1.4,32.7,0.2,100.0,0.1,0.9,1,0.2692307692307692,0.11538461538461539,0.06923076923076923,0.007692307692307693,0.023076923076923075,0.06923076923076923
1109,26,12.7,2.9,73.7,0.0,0.0,1.6,50.0,1.0,2.0,1,0.4015748031496063,0.015748031496062995,0.2362204724409449,0.06299212598425198,0.03149606299212599,0.03149606299212599
1110,38,12.3,3.6,56.5,0.1,50.0,2.7,79.4,0.9,2.2,1,0.5121951219512195,0.048780487804878044,0.25203252032520324,0.04065040650406504,0.016260162601626015,0.06504065040650406
1111,46,12.1,4.3,40.5,0.3,16.7,1.3,76.3,0.9,1.0,1,0.37190082644628103,0.10743801652892562,0.1487603305785124,0.008264462809917356,0.05785123966942148,0.09917355371900827
1112,30,11.0,3.2,36.5,0.2,40.0,1.5,55.6,0.7,0.9,0,0.29090909090909095,0.06363636363636363,0.14545454545454548,0.009090909090909092,0.02727272727272727,0.05454545454545454
1113,31,10.3,3.8,37.6,0.5,21.4,1.3,67.5,0.5,0.8,0,0.3689320388349514,0.029126213592233007,0.1262135922330097,0.029126213592233007,0.029126213592233007,0.06796116504854369
1114,34,10.2,4.8,38.0,0.3,10.0,1.3,82.2,0.4,1.1,0,0.47058823529411764,0.03921568627450981,0.14705882352941177,0.0,0.009803921568627453,0.06862745098039216
1115,22,10.0,3.6,38.0,0.8,16.7,0.1,66.7,0.3,0.5,1,0.3,0.15,0.08,0.0,0.03,0.09
1116,27,9.2,3.2,39.5,0.2,20.0,0.5,69.2,0.9,1.1,0,0.31521739130434784,0.05434782608695653,0.2173913043478261,0.010869565217391306,0.03260869565217391,0.04347826086956522
1117,24,8.5,2.1,29.4,1.0,26.1,0.8,75.0,0.1,0.8,0,0.24705882352941178,0.09411764705882353,0.10588235294117647,0.0,0.023529411764705882,0.058823529411764705
1118,59,25.0,10.1,44.8,2.1,31.4,2.7,82.9,0.9,2.3,0,0.47600000000000003,0.14,0.128,0.008,0.036000000000000004,0.064
1119,35,8.1,2.8,44.3,0.1,0.0,1.0,77.8,0.9,1.0,0,0.4074074074074074,0.04938271604938272,0.2345679012345679,0.02469135802469136,0.0617283950617284,0.07407407407407407
1120,33,7.2,2.7,37.1,0.3,30.0,0.4,78.6,0.2,0.5,0,0.3333333333333333,0.125,0.09722222222222221,0.0,0.01388888888888889,0.09722222222222221
1121,24,6.0,2.1,41.2,0.3,16.7,1.3,71.0,0.7,0.5,1,0.45,0.016666666666666666,0.21666666666666667,0.016666666666666666,0.03333333333333333,0.08333333333333333
1122,26,4.7,1.6,35.7,0.0,0.0,0.8,57.1,0.7,0.7,1,0.3404255319148936,0.02127659574468085,0.2978723404255319,0.02127659574468085,0.0425531914893617,0.10638297872340426
1123,62,37.5,16.9,42.6,3.6,30.8,4.9,84.6,2.3,4.3,1,0.5253333333333333,0.04533333333333333,0.176,0.010666666666666668,0.02666666666666667,0.06933333333333333
1124,80,33.3,14.3,45.0,0.4,10.7,2.8,83.9,1.4,2.1,1,0.45945945945945954,0.06606606606606608,0.10510510510510511,0.006006006006006007,0.048048048048048055,0.048048048048048055
1125,80,31.0,7.4,44.1,0.1,0.0,3.1,80.1,0.8,2.3,1,0.2903225806451613,0.264516129032258,0.1032258064516129,0.0064516129032258064,0.08064516129032258,0.07741935483870968
1126,82,30.8,8.8,48.0,0.0,0.0,2.3,71.6,0.9,3.1,1,0.3279220779220779,0.06493506493506493,0.12987012987012986,0.01948051948051948,0.03896103896103896,0.06493506493506493
1127,82,30.8,8.8,48.0,0.0,0.0,2.3,71.6,0.9,3.1,0,0.3279220779220779,0.06493506493506493,0.12987012987012986,0.01948051948051948,0.03896103896103896,0.06493506493506493
1128,68,30.0,11.6,39.2,1.2,25.9,2.7,81.4,1.1,3.3,1,0.38666666666666666,0.15666666666666668,0.14666666666666667,0.006666666666666667,0.05,0.09000000000000001
1129,77,24.7,8.8,42.2,2.2,34.1,2.3,84.2,0.4,2.4,0,0.4089068825910931,0.14574898785425103,0.11336032388663968,0.004048582995951417,0.02834008097165992,0.10121457489878542
1130,77,29.4,7.9,37.1,1.7,32.8,1.4,72.7,0.7,1.6,1,0.25510204081632654,0.14625850340136054,0.07482993197278913,0.0034013605442176874,0.0272108843537415,0.054421768707483
1131,66,27.9,8.9,40.8,1.3,20.2,4.8,87.3,0.8,2.0,1,0.41935483870967744,0.12186379928315412,0.1003584229390681,0.007168458781362008,0.04659498207885305,0.06810035842293907
1132,80,27.7,9.4,37.4,4.1,32.9,3.3,85.0,0.8,1.6,1,0.4043321299638989,0.1407942238267148,0.08664259927797834,0.0036101083032490976,0.04693140794223827,0.07942238267148015
1133,74,26.4,7.4,41.6,0.7,21.2,2.3,65.9,0.3,1.6,1,0.29545454545454547,0.17045454545454547,0.07196969696969698,0.0037878787878787884,0.026515151515151516,0.08333333333333334
1134,66,23.3,7.5,40.4,2.1,32.1,1.3,78.3,0.7,1.2,0,0.33047210300429186,0.05150214592274678,0.0815450643776824,0.017167381974248927,0.034334763948497854,0.04721030042918455
1135,65,23.2,8.1,44.6,0.2,21.4,1.6,70.2,2.1,3.3,1,0.3620689655172414,0.03879310344827586,0.2327586206896552,0.04741379310344828,0.034482758620689655,0.06465517241379311
1136,77,23.1,8.9,44.7,2.2,36.3,3.0,74.0,1.4,2.4,1,0.47619047619047616,0.051948051948051945,0.16017316017316016,0.008658008658008658,0.0303030303030303,0.06493506493506493
1137,80,22.6,7.6,45.2,0.0,33.3,4.2,77.6,2.3,3.3,1,0.4513274336283185,0.04424778761061947,0.247787610619469,0.017699115044247787,0.026548672566371678,0.08849557522123894
1138,71,21.3,9.5,47.6,0.0,0.0,3.4,70.9,1.7,2.5,1,0.539906103286385,0.03286384976525821,0.1971830985915493,0.02816901408450704,0.023474178403755867,0.07042253521126761
1139,52,21.0,7.5,49.0,0.1,14.3,3.1,67.9,1.5,3.0,1,0.4523809523809524,0.05714285714285714,0.21428571428571427,0.014285714285714285,0.01904761904761905,0.05714285714285714
1140,54,19.8,5.2,44.3,0.5,32.1,1.7,72.2,0.4,1.1,1,0.30303030303030304,0.09595959595959595,0.07575757575757576,0.005050505050505051,0.03535353535353535,0.05555555555555556
1141,58,18.4,5.3,36.7,0.1,25.0,3.1,61.7,0.5,0.7,0,0.31521739130434784,0.10326086956521739,0.06521739130434782,0.010869565217391306,0.05978260869565218,0.0923913043478261
1142,64,18.4,6.2,45.0,0.6,34.1,1.7,71.2,1.6,2.6,1,0.3804347826086957,0.08152173913043478,0.2282608695652174,0.04891304347826087,0.04347826086956522,0.05434782608695653
1143,38,16.4,3.7,34.8,1.6,36.1,1.6,67.7,0.4,1.1,1,0.2621951219512195,0.1585365853658537,0.09146341463414635,0.006097560975609757,0.042682926829268296,0.08536585365853659
1144,38,13.9,5.8,40.7,2.0,37.7,1.5,62.1,0.7,1.7,0,0.460431654676259,0.06474820143884892,0.1726618705035971,0.014388489208633094,0.03597122302158273,0.09352517985611511
1145,74,13.6,3.1,42.8,0.0,0.0,1.7,68.8,1.2,2.2,1,0.27941176470588236,0.022058823529411766,0.25,0.09558823529411765,0.029411764705882356,0.04411764705882353
1146,34,21.1,6.0,43.9,2.4,39.8,0.2,57.1,0.5,3.1,0,0.3033175355450237,0.061611374407582936,0.17061611374407581,0.023696682464454975,0.02843601895734597,0.05213270142180095
1147,32,23.1,6.9,41.4,0.3,11.1,1.4,65.2,1.5,3.6,0,0.29004329004329005,0.03896103896103896,0.22077922077922074,0.012987012987012986,0.025974025974025972,0.0606060606060606
1148,58,12.8,3.6,44.9,0.0,0.0,1.3,59.7,1.1,1.8,0,0.3125,0.023437499999999997,0.22656249999999997,0.10937499999999999,0.015625,0.05468749999999999
1149,35,12.3,2.8,37.8,0.0,0.0,2.0,70.0,0.3,0.9,1,0.2845528455284553,0.15447154471544713,0.08943089430894309,0.0,0.03252032520325203,0.1056910569105691
1150,39,10.1,3.0,41.4,0.2,16.7,1.1,72.1,0.6,1.2,0,0.32673267326732675,0.08910891089108912,0.16831683168316833,0.009900990099009901,0.039603960396039604,0.07920792079207921
1151,54,9.9,2.1,48.7,0.0,0.0,1.0,75.9,0.9,1.1,1,0.2828282828282828,0.0303030303030303,0.20202020202020202,0.020202020202020204,0.04040404040404041,0.08080808080808081
1152,39,9.4,3.1,47.1,0.0,0.0,1.2,52.2,1.4,1.0,0,0.3723404255319149,0.05319148936170213,0.2553191489361702,0.010638297872340425,0.05319148936170213,0.0851063829787234
1153,45,9.3,2.7,36.1,0.2,37.5,1.5,70.6,0.1,0.8,1,0.3333333333333333,0.2043010752688172,0.08602150537634408,0.0,0.02150537634408602,0.12903225806451613
1154,38,7.7,1.8,32.9,0.4,28.6,0.2,42.9,0.2,0.4,0,0.1818181818181818,0.15584415584415584,0.07792207792207792,0.012987012987012988,0.07792207792207792,0.0909090909090909
1155,40,6.4,2.8,41.8,0.1,33.3,1.7,83.8,0.5,0.5,1,0.5937499999999999,0.03125,0.15625,0.03125,0.04687499999999999,0.078125
1156,37,5.3,1.7,39.7,0.8,32.1,0.5,65.0,0.2,0.5,1,0.3584905660377358,0.09433962264150944,0.1320754716981132,0.01886792452830189,0.05660377358490566,0.05660377358490566
1157,76,40.1,19.8,41.6,6.0,34.1,7.2,70.2,1.5,2.6,1,0.5860349127182045,0.18703241895261843,0.10224438902743141,0.007481296758104738,0.05236907730673317,0.10972568578553617
1158,82,36.7,14.5,42.6,5.1,37.7,2.8,77.1,1.3,2.6,1,0.4468664850136239,0.08174386920980926,0.10626702997275203,0.010899182561307902,0.05177111716621253,0.043596730245231606
1159,82,36.2,16.5,42.5,1.9,32.7,4.5,63.1,3.5,5.5,1,0.48342541436464087,0.08839779005524862,0.24861878453038672,0.01933701657458563,0.03591160220994475,0.07734806629834252
1160,80,35.0,15.2,45.3,0.3,25.9,6.5,74.6,2.7,4.2,1,0.5342857142857143,0.06285714285714286,0.19714285714285715,0.02857142857142857,0.02857142857142857,0.08
1161,67,34.7,13.0,40.8,4.3,35.4,5.0,72.7,0.8,1.9,1,0.4553314121037464,0.22478386167146971,0.07780979827089338,0.008645533141210374,0.02881844380403458,0.0893371757925072
1162,82,30.9,11.1,43.0,3.6,39.3,3.0,82.3,1.2,2.8,1,0.4336569579288026,0.08414239482200649,0.12944983818770228,0.003236245954692557,0.02912621359223301,0.05825242718446602
1163,63,30.1,12.3,48.2,0.2,14.3,4.2,69.3,2.1,4.2,1,0.49169435215946844,0.04983388704318937,0.20930232558139533,0.06976744186046512,0.036544850498338874,0.06976744186046512
1164,82,29.1,7.5,44.1,4.6,40.4,1.1,76.3,0.2,1.7,1,0.3230240549828179,0.12714776632302405,0.06872852233676975,0.0,0.034364261168384876,0.05154639175257732
1165,77,25.1,6.4,48.1,0.1,25.0,1.9,58.7,2.7,3.4,1,0.29083665338645415,0.023904382470119518,0.24302788844621512,0.03187250996015936,0.023904382470119518,0.0398406374501992
1166,62,21.8,7.0,39.6,2.4,28.7,2.1,75.2,1.0,2.2,0,0.3623853211009174,0.055045871559633024,0.14678899082568808,0.05045871559633028,0.03211009174311926,0.07798165137614678
1167,68,24.5,5.7,57.3,0.0,0.0,2.0,69.6,2.2,5.1,1,0.32653061224489793,0.024489795918367346,0.2979591836734694,0.05714285714285714,0.024489795918367346,0.02040816326530612
1168,41,16.6,4.4,37.9,2.2,38.2,0.6,61.5,0.6,1.2,0,0.2771084337349397,0.09638554216867469,0.10240963855421685,0.012048192771084336,0.04216867469879518,0.048192771084337345
1169,65,16.4,4.9,46.2,0.7,51.1,1.5,68.7,0.8,2.0,1,0.35975609756097565,0.04878048780487806,0.17073170731707318,0.006097560975609757,0.02439024390243903,0.06707317073170734
1170,71,16.3,3.9,50.9,0.0,0.0,1.4,62.0,1.8,2.7,1,0.29447852760736193,0.03067484662576687,0.2760736196319018,0.049079754601226995,0.024539877300613498,0.042944785276073615
1171,71,15.5,5.9,41.7,1.9,37.5,2.3,81.9,0.7,1.2,1,0.49032258064516127,0.08387096774193549,0.12258064516129032,0.01935483870967742,0.04516129032258064,0.1032258064516129
1172,64,15.3,3.6,43.7,0.3,40.9,1.0,64.6,0.5,1.0,1,0.2549019607843137,0.1568627450980392,0.09803921568627451,0.013071895424836602,0.0392156862745098,0.10457516339869281
1173,57,15.1,3.6,54.9,0.1,0.0,1.4,60.5,1.3,2.2,1,0.31788079470198677,0.019867549668874173,0.2317880794701987,0.026490066225165566,0.013245033112582783,0.06622516556291391
1174,72,14.6,4.7,39.0,0.0,100.0,2.3,63.7,1.3,2.8,1,0.3493150684931507,0.0410958904109589,0.28082191780821913,0.0684931506849315,0.02054794520547945,0.0821917808219178
1175,50,21.3,7.5,41.4,3.4,36.5,1.6,76.3,0.2,2.2,0,0.40845070422535207,0.07981220657276995,0.10798122065727699,0.009389671361502348,0.02816901408450704,0.04225352112676056
1176,61,14.2,4.2,46.5,1.8,46.4,0.8,82.4,0.5,1.1,1,0.3802816901408451,0.11267605633802819,0.11267605633802819,0.007042253521126762,0.04225352112676056,0.07746478873239437
1177,43,14.0,4.3,44.4,0.0,0.0,1.7,64.9,1.1,2.3,1,0.35714285714285715,0.028571428571428574,0.24285714285714285,0.03571428571428571,0.02142857142857143,0.0642857142857143
1178,75,12.7,3.5,42.9,0.0,0.0,1.5,69.1,1.4,1.9,1,0.3228346456692913,0.023622047244094488,0.25984251968503935,0.023622047244094488,0.007874015748031498,0.05511811023622047
1179,68,11.6,3.5,51.7,0.1,50.0,1.6,71.8,0.8,1.5,1,0.41379310344827586,0.04310344827586207,0.1982758620689655,0.034482758620689655,0.02586206896551724,0.09482758620689656
1180,80,11.5,3.3,39.7,0.9,30.1,1.5,65.8,0.3,0.9,1,0.3391304347826087,0.13043478260869565,0.10434782608695652,0.008695652173913044,0.043478260869565216,0.0782608695652174
1181,57,10.4,3.2,41.7,0.1,20.0,0.8,56.5,1.1,1.7,0,0.2980769230769231,0.028846153846153844,0.27884615384615385,0.028846153846153844,0.028846153846153844,0.038461538461538464
1182,45,10.2,3.4,45.1,0.0,0.0,1.7,60.3,0.9,1.9,1,0.4019607843137255,0.019607843137254905,0.27450980392156865,0.058823529411764705,0.0,0.058823529411764705
1183,54,9.7,2.4,47.7,0.0,0.0,1.1,61.3,1.3,1.7,1,0.30927835051546393,0.061855670103092786,0.30927835051546393,0.030927835051546393,0.051546391752577324,0.08247422680412372
1184,70,9.5,1.7,44.6,0.0,0.0,0.9,73.8,0.8,1.6,0,0.23157894736842108,0.021052631578947368,0.25263157894736843,0.05263157894736842,0.021052631578947368,0.06315789473684211
1185,65,21.2,5.4,35.2,2.4,31.4,3.0,59.1,0.8,2.3,0,0.2971698113207547,0.05660377358490566,0.14150943396226415,0.0518867924528302,0.02830188679245283,0.06132075471698114
1186,36,8.8,1.7,53.2,0.0,0.0,1.0,48.6,0.8,0.8,1,0.2613636363636363,0.045454545454545456,0.18181818181818182,0.022727272727272728,0.03409090909090909,0.06818181818181818
1187,35,7.7,1.6,52.6,0.1,0.0,0.8,55.2,0.5,1.2,0,0.28571428571428575,0.025974025974025976,0.22077922077922077,0.012987012987012988,0.012987012987012988,0.05194805194805195
1188,35,5.5,1.9,38.2,0.4,28.6,0.4,57.1,0.2,0.4,1,0.32727272727272727,0.07272727272727274,0.12727272727272726,0.05454545454545454,0.03636363636363637,0.09090909090909091
1189,35,5.1,2.5,55.1,0.0,0.0,0.7,56.5,0.5,0.8,0,0.627450980392157,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.0,0.21568627450980396
1190,70,40.9,16.1,42.6,4.8,39.5,4.2,79.7,0.8,3.2,1,0.4645476772616137,0.22738386308068462,0.097799511002445,0.007334963325183374,0.034229828850855744,0.09290953545232274
1191,82,39.2,11.9,47.6,2.3,32.8,3.9,74.9,1.7,2.9,1,0.3826530612244898,0.08928571428571427,0.11734693877551018,0.01020408163265306,0.02551020408163265,0.04081632653061224
1192,72,37.5,15.2,41.4,4.1,31.8,7.2,74.7,1.3,2.4,1,0.512,0.104,0.09866666666666667,0.029333333333333336,0.029333333333333336,0.09333333333333334
1193,82,34.4,12.5,45.8,0.3,35.7,4.8,77.3,3.7,5.1,1,0.44476744186046513,0.029069767441860465,0.25290697674418605,0.04651162790697675,0.029069767441860465,0.04941860465116279
1194,77,31.9,11.4,45.7,0.0,0.0,3.9,73.2,2.3,5.1,1,0.41692789968652044,0.0438871473354232,0.23197492163009406,0.0219435736677116,0.018808777429467086,0.06269592476489029
1195,80,31.0,9.3,41.2,1.8,36.8,3.2,78.2,0.8,1.7,0,0.34838709677419355,0.19677419354838707,0.08064516129032258,0.0,0.035483870967741936,0.07741935483870968
1196,76,30.0,11.6,48.5,0.1,0.0,3.2,68.3,3.0,4.5,1,0.44666666666666666,0.03333333333333333,0.25,0.05,0.02333333333333333,0.06666666666666667
1197,80,28.7,9.2,49.1,0.4,28.6,1.9,70.5,2.2,4.1,1,0.3623693379790941,0.0627177700348432,0.21951219512195122,0.055749128919860634,0.038327526132404185,0.048780487804878044
1198,65,27.5,8.7,48.7,1.3,32.9,1.8,65.0,1.4,3.2,1,0.36727272727272725,0.04727272727272727,0.17090909090909093,0.02909090909090909,0.025454545454545452,0.05818181818181818
1199,79,24.0,7.6,47.4,3.7,41.6,1.7,81.0,0.5,1.6,1,0.42083333333333334,0.12083333333333333,0.08750000000000001,0.012499999999999999,0.049999999999999996,0.0625
1200,64,23.0,8.5,44.1,0.2,30.0,4.7,67.1,1.4,2.0,1,0.4652173913043478,0.04782608695652174,0.14782608695652175,0.008695652173913044,0.0391304347826087,0.0608695652173913
1201,74,22.4,7.4,50.1,0.0,0.0,2.4,66.3,1.6,4.3,1,0.4017857142857143,0.026785714285714288,0.26339285714285715,0.022321428571428572,0.026785714285714288,0.058035714285714295
1202,54,20.4,4.7,48.0,0.0,0.0,2.8,65.1,2.1,3.5,0,0.3088235294117647,0.029411764705882353,0.27450980392156865,0.009803921568627453,0.019607843137254905,0.05392156862745099
1203,79,17.9,5.5,44.2,0.0,0.0,2.5,59.5,2.1,2.4,1,0.35754189944134085,0.0335195530726257,0.25139664804469275,0.02793296089385475,0.0335195530726257,0.06145251396648046
1204,69,17.7,6.2,51.3,0.1,0.0,2.0,55.3,1.2,2.2,1,0.42372881355932207,0.03954802259887005,0.192090395480226,0.01129943502824859,0.02259887005649718,0.07344632768361582
